title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads,or_abt,topic_dist,main_topic,topic_dist_cx,main_topic_cx,topic_dist2,main_topic2,politics_and_economics,sexuality,covid,women,criminology,education,health_medicine,child_family,community_service,t_length_w,a_length_s,a_length_w,abstract_sent,title_sent,a_neg,a_neu,a_pos,a_compound,t_neg,t_neu,t_pos,t_compound,authers_num,date_days,reads_map,cluster
How Fair is Economic Inequality? Belief in a Just World and the Legitimation of Economic Disparities in 27 European Countries,"['Efraín García-Sánchez', 'Isabel Correia', 'Cicero Roberto Pereira[...]', 'Jorge Vala']",aim examine role belief world bjw lerner legitimation economic inequality using european country n conducted multilevel analysis found bjw positively predicted legitimation economic inequality measured three indicator perceived fairness overall wealth inequality fairness earnings made top bottom society result persisted controlling individual country level variable moreover bjw effect stronger legitimation bottom income compared legitimation top found economic inequality country level reduced bjw effect legitimation inequality finally bjw displayed negative indirect effect support redistribution via legitimation economic inequality,Article,1.0,419,Mar 24,1,1,2,25.7,520,"This paper aims to examine the role of Belief in a Just World (BJW; Lerner, 1980) in the legitimation of economic inequality. Using data from 27 European countries (N=47,086), we conducted multilevel analyses and found that BJW positively predicted the legitimation of economic inequality, measured by three indicators: the perceived fairness of the overall wealth inequality, and the fairness of the earnings made by the Top 10% and the Bottom 10% of society. These results persisted after controlling for individual- and country-level variables. Moreover, the BJW effect was stronger on the legitimation of the Bottom 10% incomes, compared to the legitimation of the Top 10%. We also found that economic inequality at the country-level reduced the BJW effect on legitimation of inequality. Finally, BJW displayed a negative indirect effect on support for redistribution, via the legitimation of economic inequalities.","[0.01460814, 0.0, 0.02243992, 0.00980061, 0.00510877, 0.0, 0.03722049, 0.00096378, 0.02155628, 0.0, 0.0, 0.00303056]",health_medicine,"[1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 9.99999000e-01 4.95539071e-06 1.00000000e-06 1.00000000e-06]",economy,"[0.02246736, 0.0, 0.02331475, 0.00895015, 0.0, 0.0, 0.04199967, 0.00510577, 0.0]",health_medicine,0.02246736,0.0,0.02331475,0.00895015,0.0,0.0,0.04199967,0.00510577,0.0,21,6,77,"{'neg': 0.042, 'neu': 0.782, 'pos': 0.176, 'compound': 0.8689}","{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.3182}",0.042,0.782,0.176,0.8689,0.0,0.887,0.113,0.3182,4,277.0,1,2
Materialist and Post-Materialist Concerns and the Wish for a Strong Leader in 27 Countries,"['Marcus Eugênio Lima', 'Dalila França', 'Jolanda Jetten[...]', 'Ali Teymoori']",evidence democracy threat around world quest strong leader increasing although cause development complex multifaceted focus factor extent citizen express materialist post materialist concern explore whether higher level democracy differentially associated materialist post materialist concern turn whether related wish strong leader testing hypothesis across country n demonstrated direct negative effect democracy development wish strong leader multi level mediation showed relation democracy index wish strong leader mediated materialist concern pattern result suggests lower level democracy associated enhanced concern basic need linked greater support strong leader,Article,1.0,353,Apr 13,1,1,0,12.1,250,"There is evidence that democracies are under threat around the world while the quest for strong leaders is increasing. Although the causes of these developments are complex and multifaceted, here we focus on one factor: the extent to which citizens express materialist and post-materialist concerns. We explore whether objective higher levels of democracy are differentially associated with materialist and post-materialist concerns and, in turn, whether this is related to the wish for a strong leader. Testing this hypothesis across 27 countries (n = 5,741), demonstrated a direct negative effect of democracies’ development on the wish for a strong leader. Further, multi-level mediation analysis showed that the relation between the Democracy Index and the wish for a strong leader was mediated by materialist concerns. This pattern of results suggests that lower levels of democracy are associated with enhanced concerns about basic needs and this is linked to greater support for strong leaders.","[0.0334868, 0.0, 0.01317299, 0.0, 0.0, 0.0, 0.05244352, 0.00314613, 0.0, 0.00312224, 0.0, 0.0]",health_medicine,"[5.75061632e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 1.03092488e-06 1.00000000e-06 1.00000000e-06
 9.99999000e-01 3.37832923e-06 1.00000000e-06 6.69747667e-06]",economy,"[0.0344055, 0.0, 0.01233732, 0.0, 0.00336508, 0.0, 0.05849241, 0.00170788, 0.0]",health_medicine,0.0344055,0.0,0.01233732,0.0,0.00336508,0.0,0.05849241,0.00170788,0.0,14,6,83,"{'neg': 0.086, 'neu': 0.638, 'pos': 0.276, 'compound': 0.9612}","{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7184}",0.086,0.638,0.276,0.9612,0.0,0.647,0.353,0.7184,4,257.0,1,2
Routledge International Handbook of Charisma,['J. P. Zúquete'],routledge international handbook charisma provides unprecedented multidimensional multidisciplinary comparative phenomenon charisma first defined max weber irrational bond deified leader submissive follower includes broad overview foundational theory experience charisma associated key issue theme contributor include influential international scholar approach topic different disciplinary perspective utilize example array historical cultural setting handbook present date concise thought provoking innovative informative perspective charisma expressed past continues manifested contemporary world leader ranging shaman president designed essential reading student researcher general reader interested achieving comprehensive understanding power potential charismatic authority variety subtlety dynamic current potential direction,Book,1.0,569,Jan 15,0,1,1,4.9,311,"The Routledge International Handbook of Charisma provides an unprecedented multidimensional and multidisciplinary comparative analysis of the phenomenon of charisma – first defined by Max Weber as the irrational bond between deified leader and submissive follower. It includes broad overviews of foundational theories and experiences of charisma and of associated key issues and themes. Contributors include 45 influential international scholars who approach the topic from different disciplinary perspectives and utilize examples from an array of historical and cultural settings. The Handbook presents up-to-date, concise, thought-provoking, innovative, and informative perspectives on charisma as it has been expressed in the past and as it continues to be manifested in the contemporary world by leaders ranging from shamans to presidents. It is designed to be essential reading for all students, researchers, and general readers interested in achieving a comprehensive understanding of the power and potential of charismatic authority in all its varieties, subtleties, dynamics, and current and potential directions.","[0.04730268, 0.00461553, 0.0, 0.0, 0.00165369, 0.0428626, 0.0, 0.00191077, 0.0, 0.00132451, 0.00042706, 0.0]",politics,"[1.00000e-06 1.00000e-06 9.99999e-01 1.00000e-06 1.00000e-06 1.00000e-06
 1.00000e-06 9.99999e-01 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06]",education,"[0.0478711, 0.0053708, 0.0, 0.0, 0.00149683, 0.04838669, 0.0, 0.00056067, 0.00071722]",education,0.0478711,0.0053708,0.0,0.0,0.00149683,0.04838669,0.0,0.00056067,0.00071722,5,5,89,"{'neg': 0.064, 'neu': 0.793, 'pos': 0.143, 'compound': 0.7845}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.064,0.793,0.143,0.7845,0.0,1.0,0.0,0.0,1,345.0,1,6
Becoming a Heavily Tattooed Young Body: From a Body Experience to a Body Project,['Vítor Sérgio Ferreira'],young people start tattoo body keep going practice body tattooed mean question underlie qualitative project carried portugal heavily tattooed young people author discus embodied trajectory first experience involvement body project explains meaning involved extreme corporeality take consideration structural dynamic define young people live transition identity construction nowadays contextualize appears individual experience project without reifying individual privileged site knowledge based deph comprehensive interview author demonstrates engagement young people permanent body modification project represents embodied struggle maintenance desired subjectivity increasingly liquid uncertain society young people ink large extension body searching recognition different authentic autonomous individual trying maintain core identity transitional turning point,Article,1.0,563,Dec 7,0,1,20,11.5,401,"Why some young people start to tattoo their bodies? And why some of them keep going on with this practice, until having all body tattooed? What doing so means to them? These are some of the questions that underlie a qualitative research project carried out in Portugal on heavily tattooed young people. In this article, the author discusses their embodied trajectory from the first experiences to their involvement in a body project, and explains the meanings involved in this extreme corporeality. The analysis takes into consideration the structural dynamics that define how young people live their transitions and their identity construction nowadays to contextualize what appears as individual experiences and projects without reifying the individual as a privileged site of knowledge. Based on in-deph comprehensive interviews, the author demonstrates that the engagement of young people in this permanent body modification project represents an embodied struggle for the maintenance of a desired subjectivity. In an increasingly liquid and uncertain society, some young people ink larges extensions of their bodies searching for social recognition as different, authentic, and autonomous individuals and trying to maintain their core identity during transitional turning points.","[0.00827536, 0.02898765, 0.0, 0.0, 0.0, 0.01338506, 0.0, 0.0, 0.01267876, 0.0, 0.12785863, 0.00617583]",community_service,"[1.00000e-06 1.00000e-06 1.00000e-06 9.99999e-01 1.00000e-06 1.00000e-06
 1.00000e-06 9.99999e-01 9.99999e-01 1.00000e-06 1.00000e-06 1.00000e-06]",community_service,"[0.0115614, 0.0306152, 0.0, 0.0, 0.0, 0.01363284, 0.0, 0.0, 0.14170156]",community_service,0.0115614,0.0306152,0.0,0.0,0.0,0.01363284,0.0,0.0,0.14170156,15,8,100,"{'neg': 0.063, 'neu': 0.848, 'pos': 0.088, 'compound': 0.4203}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.063,0.848,0.088,0.4203,0.0,1.0,0.0,0.0,1,138.0,1,0
"Policing the future, disrupting urban policy today. Predictive policing, smart city, and urban policy in Memphis (TN)","['Simone Tulumello', 'Fabio Iapaolo']",significant resource effort devoted especially usa develop predictive policing program predictive policing time driver birth ultimate material enactment anticipatory logic central smart city discourse quite surprisingly however critical analysis smart city remained divorced critical criminology police study fill gap set first critical depth empirical discussion blue crush predictive policing program developed memphis tn usa implementation intersects long term austerity urban policy first show evidence blue crush capacity prevent crime thus adding empirical material skepticism role predictive policing policy solution first place second argues rather making crime matter technological solution predictive policing shift politics therein short contributes expansion policing field urban policy time disrupts present police work takeaway allow critique salvific promise implicit smart city discourse,Article,1.0,552,Feb 14,0,1,2,6.6,204,"Significant resources and efforts have been devoted, especially in the USA, to develop predictive policing programs. Predictive policing is, at the same time, one of the drivers of the birth, and the ultimate material enactment of, the anticipatory logics that are central to the smart city discourse. Quite surprisingly, however, critical analyses of the smart city have remained divorced from critical criminology and police studies. To fill this gap, this article sets out the first critical, in-depth empirical discussion of Blue CRUSH, a predictive policing program developed in Memphis (TN, USA), where its implementation intersects long-term austerity for urban policy. The article, first, shows that there is no evidence of Blue CRUSH’s capacity to prevent crime, thus adding empirical material to skepticism over the role of predictive policing as a policy solution in the first place. And, second, it argues that, rather than making crime a matter of technological solutions, predictive policing shifts the politics therein – in short, it contributes to the expansion of policing into the field of urban policy at the same time as it disrupts present police work. These takeaways allow to further the critique of the salvific promises implicit in the smart city discourse.","[0.02601511, 0.0, 0.0, 0.0068318, 0.0, 0.00881608, 0.0, 0.00274121, 0.00298543, 0.17418887, 0.0, 0.00388674]",criminology,"[9.99999e-01 1.00000e-06 1.00000e-06 1.00000e-06 9.99999e-01 9.99999e-01
 1.00000e-06 1.00000e-06 1.00000e-06 9.99999e-01 1.00000e-06 1.00000e-06]",politics,"[0.02708867, 0.0, 0.0, 0.0084954, 0.18182571, 0.01039144, 0.0, 0.00285258, 0.0]",criminology,0.02708867,0.0,0.0,0.0084954,0.18182571,0.01039144,0.0,0.00285258,0.0,23,7,115,"{'neg': 0.158, 'neu': 0.659, 'pos': 0.183, 'compound': 0.1536}","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.158,0.659,0.183,0.1536,0.0,0.856,0.144,0.4019,2,315.0,1,7
Inner transformation to sustainability as a deep leverage point: fostering new avenues for change through dialogue and reflection,"['Christoph Woiwode', 'Niko Schäpke', 'Olivia Bina[...]', 'Christine Wamsler']",provides rationale inner transformation key hitherto underresearched dimension sustainability transformation inner transformation relates various aspect human existence interaction consciousness mindset value worldviews belief spirituality humannature connectedness draw meadow leverage point approach place intervene system reveal relevance inner transformation system change towards sustainability based insight series dialogue reflection workshop provides three important contribution sustainability transformation first increase conceptual understanding inner transformation relevance sustainability second outline concrete element inner transformation sustainability nexus relation leverage point third present practical example illustrating work leverage point supporting inner transformation sum develops systematized structured approach understanding inner transformation including identification deep e highly influential leverage point addition critically discus often contentious divergent perspective inner transformation show related practical challenge finally current development inner transformation well need identified,Article,1.0,508,Aug 1,1,1,12,33.3,707,"This article provides a rationale for inner transformation as a key and hitherto underresearched dimension of sustainability transformations. Inner transformation relates to various aspects of human existence and interactions such as consciousness, mindsets, values, worldviews, beliefs, spirituality and human–nature connectedness. The article draws on Meadows’ leverage points approach, as places to intervene in a system, to reveal the relevance of inner transformation for system change towards sustainability. Based on insights from a series of dialogue and reflection workshops and a literature review, this article provides three important contributions to sustainability transformations research: first, it increases our conceptual understanding of inner transformation and its relevance for sustainability; second, it outlines concrete elements of the inner transformation-sustainability nexus in relation to leverage points; and third, it presents practical examples illustrating how to work with leverage points for supporting inner transformation. In sum, the paper develops a systematized and structured approach to understanding inner transformation, including the identification of deep, i.e., highly influential, leverage points. In addition, it critically discusses the often contentious and divergent perspectives on inner transformation and shows related practical challenges. Finally, current developments in inner transformation research as well as further research needs are identified.","[0.03819126, 0.00390238, 0.0, 0.0, 0.01116124, 0.0, 0.00358777, 0.0, 0.01644672, 0.0, 0.0074313, 0.0]",politics,"[1.96039005e-06 1.00000000e-06 9.99999000e-01 1.00000000e-06
 1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 9.99999000e-01 1.00000000e-06 1.00000000e-06]",education,"[0.04757514, 0.00409875, 0.0, 0.0, 0.0, 0.0, 0.00414151, 0.00133174, 0.00749753]",politics_and_economics,0.04757514,0.00409875,0.0,0.0,0.0,0.0,0.00414151,0.00133174,0.00749753,19,7,121,"{'neg': 0.017, 'neu': 0.86, 'pos': 0.123, 'compound': 0.8955}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.017,0.86,0.123,0.8955,0.0,1.0,0.0,0.0,4,138.0,1,4
Populism and Religion,['J. P. Zúquete'],study relationship populism religion long time remained neglected area scientific provides comprehensive overview religious populism subtype populism religious populism analyzed dimension openly religious manifestation form politicization religion subtler religious manifestation tied sacralization politics modern day society end discussion nexus politics religion need focus repeated intersection field,Chapter,1.0,569,Aug 1,0,1,23,17.3,491,"The study of the relationship between populism and religion has for a long time remained a neglected area of social-scientific research. This chapter provides a comprehensive overview of religious populism. A subtype of populism, religious populism, is analyzed in its two dimensions: as an openly religious manifestation, in the form of the politicization of religion; and as a subtler religious manifestation, tied to the sacralization of politics in modern-day societies. The chapter ends with a discussion on the nexus between politics and religion and on the need to focus on the repeated intersections between the two fields.","[0.05031291, 0.00041889, 0.0, 0.0, 0.0, 0.0, 0.0017132, 0.0, 0.0, 0.0, 0.0, 0.0]",politics,"[9.99999000e-01 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 6.09668305e-06 1.00000000e-06 1.00000000e-06]",politics,"[0.04746733, 0.00317952, 0.0, 0.00214504, 0.0, 0.0, 0.00298339, 0.0, 0.0]",politics_and_economics,0.04746733,0.00317952,0.0,0.00214504,0.0,0.0,0.00298339,0.0,0.0,3,4,46,"{'neg': 0.069, 'neu': 0.891, 'pos': 0.04, 'compound': -0.34}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.069,0.891,0.04,-0.34,0.0,1.0,0.0,0.0,1,138.0,1,4
100 Social Sciences and Humanities priority research questions for renewable energy in Horizon Europe,"['Aleksandra Wagner', 'Olga Koretskaya', 'Robert Wade[...]', 'Audrone Telesiene']",report present question identified scientific expert key priority science humanity ssh renewable energy order inform support eu funded innovation leading achieve climate neutrality question together aim promote ssh contributes better understanding meaning condition transition renewables based energy system recognising condition consequence using implementing renewable energy technology,Technical Report,1.0,569,"Dec 28, 2020",0,1,0,18.6,398,"This report presents 100 research questions that have been identified by scientific experts as key priorities for Social Science and Humanities (SSH) research on renewable energy, in order to inform and support EU-funded research and innovation leading to achieve climate-neutrality by 2050. The questions together aim to promote SSH research that contributes to better understanding the meaning and conditions of just transitions to renewables-based energy systems, by recognising the social conditions and consequences of using and further implementing renewable energy technologies.","[0.03465936, 0.0, 0.0, 0.0, 0.04321912, 0.00452741, 0.00468223, 0.0, 0.00640578, 0.0, 0.01950679, 0.02405416]",politics,"[1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06
 1.00000e-06 1.00000e-06 1.00000e-06 9.99999e-01 1.00000e-06 1.00000e-06]",environment,"[0.05628488, 0.0, 0.0, 0.0, 0.00147515, 0.00464721, 0.00444017, 0.0, 0.02040294]",politics_and_economics,0.05628488,0.0,0.0,0.0,0.00147515,0.00464721,0.00444017,0.0,0.02040294,14,2,46,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.9337}","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}",0.0,0.695,0.305,0.9337,0.0,0.861,0.139,0.2732,4,363.0,1,4
Review of John D. Caputo: On Religion,['Hooft van Stan'],john caputos recent routledge book religion caputos central idea captured phrase religion without religion mean religious stance attitude circumscribed allegiance specific creed,Article,9.0,499,Aug 1,0,1,0,0.2,211,"This is a review of John Caputo’s recent Routledge book on religion. Caputo’s central idea is captured by the phrase ‘religion without religion’, by which he means a religious stance or attitude that is not circumscribed by allegiance to any specific creed.","[0.02961124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00018924, 0.0, 0.0, 0.0, 0.0, 0.0]",politics,"[1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 1.00000000e-06 1.00000000e-06 3.54469813e-05
 1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06]",sexuality,"[0.02667341, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00183219, 0.0, 0.0]",politics_and_economics,0.02667341,0.0,0.0,0.0,0.0,0.0,0.00183219,0.0,0.0,8,2,22,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,138.0,1,4
Digital Family Ethnography: Lessons from Fieldwork amongst Indonesians in Australia,['Monika Winarnita'],discus opportunity constraint using digital family ethnography qualitative study amongst indonesian australia first half highlight opportunity online offline participant observation provide term understanding family transnational network going beyond ego based narrative approach interview digital family ethnography show network reflexivity bring depth study family including researcher position vi à vi participant second half discus challenge using combined online offline method challenge might mitigated future study particular look problem faced interview multimedia usage medium related researcher background working different age group transnational family context medium electronic communication critical part contemporary ethnographic methodology discussion thus centre including online personhood study concludes although digital family ethnography methodology limitation account transforming relationship make family mobility,Article,1.0,569,Aug 1,0,1,1,3.6,205,"This article discusses the opportunities and constraints in using a digital family ethnography for qualitative studies amongst Indonesians in Australia. The first half of the article highlights the opportunities that online and offline participant observation can provide in terms of understanding family transnational networks. Going beyond an ego-based narrative approach in interviews, digital family ethnography shows how social network analysis and reflexivity can bring depth to a study on family by including the researcher’s position vis-à-vis the research participants. The second half of the article discusses challenges in using these combined online and offline methods and how these challenges might be mitigated in future studies. In particular, the article look at problems faced with interviews, multimedia usage, and social media analysis related to the researcher’s background and in working with different age groups. In the transnational family context, social media and electronic communication are critical parts of contemporary ethnographic methodologies, and the discussion thus centres on including online personhood in the research. The study concludes that although digital family ethnography methodologies have limitations, they can be used to account for the transforming relationships that make up family mobility.","[0.020780163, 0.0, 0.00148576146, 0.0133156091, 0.00275405362, 0.073151126, 0.0188847752, 0.0571394367, 0.0391938855, 8.25071785e-05, 0.0593730634, 0.0167906007]",education,"[1.00000000e-06 1.00000000e-06 1.00000000e-06 6.14302057e-06
 1.00000000e-06 1.00000000e-06 9.99999000e-01 1.00000000e-06
 1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06]",child_family,"[0.02757689, 0.0, 0.00195373, 0.01511267, 0.0, 0.07951289, 0.02247901, 0.07695285, 0.06555091]",education,0.02757689,0.0,0.00195373,0.01511267,0.0,0.07951289,0.02247901,0.07695285,0.06555091,11,7,110,"{'neg': 0.085, 'neu': 0.826, 'pos': 0.088, 'compound': 0.1027}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.085,0.826,0.088,0.1027,0.0,1.0,0.0,0.0,1,138.0,1,6
The Use of Digital Platforms for Adults' and Adolescents' Physical Activity During the COVID-19 Pandemic (Our Life at Home): Survey Study,"['Kate Parker', 'Riaz Uddin', 'Nicola Ridgers[...]', 'Lauren Arundell']",background government response managing covid pandemic may impacted way individual able engage physical activity digital platform promising way support physical activity level may provided alternative people maintain activity home study aimed examine association digital platform adherence physical activity guideline among australian adult adolescent covid stay home restriction april may method national online distributed may participant included adult mean age year sd female adolescent mean age year sd female participant reported demographic characteristic digital platform physical activity previous month adherence moderate vigorous intensity physical activity mvpa muscle strengthening exercise mse guideline multilevel logistic regression model examined difference guideline adherence digital platform ie user support physical activity compared ie nonusers result digital platform include streaming service exercise eg youtube instagram facebook subscriber fitness program via app online eg centr myfitnesspal facilitated online live recorded class via platform zoom eg dance sport training fitness class sport activity specific apps designed sporting organization participant keep skill eg teambuildr active electronic game eg xbox kinect online digital training racing platform eg zwift fullgaz rouvy overall adult adolescent reported using digital platform physical activity among adult mvpa odds ratio ci mse ci combined ci guideline adherence higher among digital platform user relative nonusers adolescent mvpa ci mse ci combined ci guideline adherence higher among user digital platform relative nonusers conclusion digital platform user likely nonusers meet mvpa mse guideline covid stay home restriction april may digital platform may play critical role helping support physical activity engagement access facility opportunity physical activity outside home restricted,Article,1.0,332,Aug 1,1,1,14,15.5,236,"Background: Government responses to managing the COVID-19 pandemic may have impacted the way individuals were able to engage in physical activity. Digital platforms are a promising way to support physical activity levels and may have provided an alternative for people to maintain their activity while at home. Objective: This study aimed to examine associations between the use of digital platforms and adherence to the physical activity guidelines among Australian adults and adolescents during the COVID-19 stay-at-home restrictions in April and May 2020. Methods: A national online survey was distributed in May 2020. Participants included 1188 adults (mean age 37.4 years, SD15.1; 980/1188, 82.5% female) and 963 adolescents (mean age 16.2 years, SD 1.2; 685/963, 71.1% female). Participants reported demographic characteristics, use of digital platforms for physical activity over the previous month, and adherence to moderate-to vigorous-intensity physical activity (MVPA) and muscle-strengthening exercise (MSE) guidelines. Multilevel logistic regression models examined differences in guideline adherence between those who used digital platforms (ie, users) to support their physical activity compared to those who did not (ie, nonusers). Results: Digital platforms include streaming services for exercise (eg, YouTube, Instagram, and Facebook); subscriber fitness programs, via an app or online (eg, Centr and MyFitnessPal); facilitated online live or recorded classes, via platforms such as Zoom (eg, dance, sport training, and fitness class); sport- or activity-specific apps designed by sporting organizations for participants to keep up their skills (eg, TeamBuildr); active electronic games (eg, Xbox Kinect); and/or online or digital training or racing platforms (eg, Zwift, FullGaz, and Rouvy). Overall, 39.5% (469/1188) of adults and 26.5% (255/963) of adolescents reported using digital platforms for physical activity. Among adults, MVPA (odds ratio [OR] 2.0, 95% CI 1.5-2.7), MSE (OR 3.3, 95%CI 2.5-4.5), and combined (OR 2.7, 95% CI 2.0-3.8) guideline adherence were higher among digital platform users relative to nonusers. Adolescents’ MVPA (OR 2.4, 95% CI 1.3-4.3), MSE (OR 3.1, 95% CI 2.1-4.4), and combined (OR 4.3, 95% CI 2.1-9.0)guideline adherence were also higher among users of digital platforms relative to nonusers. Conclusions: Digital platform users were more likely than nonusers to meet MVPA and MSE guidelines during the COVID-19stay-at-home restrictions in April and May 2020. Digital platforms may play a critical role in helping to support physical activity engagement when access to facilities or opportunities for physical activity outside the home are restricted.","[0.0, 0.0, 0.02926156, 0.00422765, 0.0, 0.10955688, 0.1365801, 0.0, 0.0, 0.0, 0.0, 0.04120595]",health_medicine,"[1.00000000e-06 9.99999000e-01 6.21636194e-06 9.99999000e-01
 9.99999000e-01 1.00000000e-06 1.20036810e-06 1.00000000e-06
 1.00000000e-06 1.00000000e-06 1.00000000e-06 9.99999000e-01]",covid,"[0.0, 0.0, 0.03107769, 0.01080012, 0.0, 0.1211361, 0.15227396, 0.0, 0.0]",health_medicine,0.0,0.0,0.03107769,0.01080012,0.0,0.1211361,0.15227396,0.0,0.0,26,13,248,"{'neg': 0.033, 'neu': 0.844, 'pos': 0.123, 'compound': 0.9705}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.033,0.844,0.123,0.9705,0.0,1.0,0.0,0.0,4,138.0,1,2
Policing's ‘meme strategy’: understanding the rise of police social media engagement work,['Mark A. Wood'],new south wale police force australia embarked bold new medium strategy harnessing humorous internet meme cute image police animal increase user engagement post provoked change facebook news feed algorithm self described meme strategy generated surge new follower organisation medium account nsw police facebook page reaching million follower august record official police facebook page examines medium logic underpinning nsw police meme strategy similar police pr strategy employed humour cute content increase medium engagement analysing content active engagement metric nsw police meme strategy critically examine approach police public relation focusing particular weaponisation cute content generate engagement nsw police meme strategy argue exemplifies might term medium engagement work strategy intended increase reach police messaging medium promote horizontal engagement spillover vertical legitimacy spillover,Article,9.0,122,May 26,1,1,19,15.1,580,"In 2017, the New South Wales Police Force in Australia embarked on a bold new social media strategy, harnessing humorous Internet memes and cute images of police animals to increase ‘user engagement’ with their posts. Provoked by changes to Facebook's News Feed Algorithm, this self-described ‘meme-strategy’ generated a surge of new followers for the organisation’s social media accounts, with NSW Police's Facebook page reaching one million followers in August 2017 – a record for an official police Facebook page. This article examines the social media logics underpinning NSW Police's ‘meme strategy’ and similar police PR strategies that have employed humour and cute content to increase social media engagement. Through analysing the content and ‘active’ engagement metrics of NSW Police's ‘meme strategy’, in this article I critically examine this approach to police public relations, focusing in particular on its weaponisation of cute content to generate engagement. NSW Police's meme strategy, I argue, exemplifies what we might term social media ‘engagement work’: strategies intended to increase the reach of police messaging on social media and promote horizontal engagement spillover and vertical legitimacy spillover.","[0.0, 0.0, 0.00501769, 0.00792899, 0.0, 0.00775181, 0.0, 0.0, 0.0, 0.23389016, 0.0, 0.0]",criminology,"[9.99999000e-01 1.00000000e-06 1.00000000e-06 1.00000000e-06
 9.99999000e-01 9.99999000e-01 1.98230543e-06 1.00000000e-06
 1.00000000e-06 1.75183852e-05 1.00000000e-06 1.00000000e-06]",politics,"[0.0, 0.0, 0.0043281, 0.00847231, 0.24573916, 0.0084139, 0.0, 0.0, 0.0]",criminology,0.0,0.0,0.0043281,0.00847231,0.24573916,0.0084139,0.0,0.0,0.0,16,5,119,"{'neg': 0.029, 'neu': 0.641, 'pos': 0.33, 'compound': 0.9911}","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}",0.029,0.641,0.33,0.9911,0.0,0.786,0.214,0.4588,1,214.0,1,7
