title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads,or_abt,topic_dist,main_topic,topic_dist_cx,main_topic_cx,topic_dist2,main_topic2,politics_and_economics,sexuality,covid,women,criminology,education,health_medicine,child_family,community_service,t_length_w,a_length_s,a_length_w,abstract_sent,title_sent,a_neg,a_neu,a_pos,a_compound,t_neg,t_neu,t_pos,t_compound,authers_num,date_days
"Involuntary singlehood and its causes: The effects of flirting capacity, mating effort, choosiness and capacity to perceive signals of interest",['Menelaos Apostolou'],considerable proportion population involuntarily single want intimate relationship face difficulty current attempted ass possible predictor phenomenon specifically sample greek speaking woman men found participant scored low flirting capacity capacity perceive signal interest mating effort likely involuntarily single intimate relationship experienced longer spell single hood mating effort significant effect voluntary singlehood low scorer likely category high scorer choosiness significant effect voluntary singlehood high scorer likely prefer single low scorer,Article,1.0,418,Feb 19,0,0,75,8.8,1,"A considerable proportion of the population is involuntarily single; that is, they want to be in an intimate relationship but they face difficulties in doing so. The current paper attempted to assess some possible predictors of this phenomenon. More specifically, in a sample of 1228 Greek-speaking women and men, we found that participants who scored low in flirting capacity, capacity to perceive signals of interest and mating effort, were more likely to be involuntarily single than in an intimate relationship, and experienced longer spells of single-hood. Mating effort had also a significant effect on voluntary singlehood, with low scorers being more likely to be in this category than high scorers. Choosiness had also a significant effect, but only on voluntary singlehood, with high scorers being more likely to prefer to be single than low scorers.","[0.0, 0.03483624, 0.0, 0.06352593, 0.0, 0.0, 0.06232231, 0.00633211, 0.00461036, 0.0, 0.0, 0.0]",women,"[1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 1.00000000e-06 1.00000000e-06 8.32705187e-06
 1.00000000e-06 1.50947385e-06 9.99999000e-01 1.00000000e-06]",women,"[0.0, 0.03740998, 0.0, 0.06680262, 0.0, 0.0, 0.06930036, 0.00887476, 0.0]",health_medicine,0.0,0.03740998,0.0,0.06680262,0.0,0.0,0.06930036,0.00887476,0.0,23,5,68,"{'neg': 0.153, 'neu': 0.726, 'pos': 0.121, 'compound': -0.5423}","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.5859}",0.153,0.726,0.121,-0.5423,0.0,0.789,0.211,0.5859,1,310.0
"Psychometric properties of the Driving Cognitions Questionnaire, Driving Situations Questionnaire, and Driving Behavior Survey","['Joanne E. Taylor', 'Amanda Stephens', 'Mark J M Sullman']",driving anxiety common experience significant impact everyday functioning especially avoidance driving travelling car heterogeneity driving anxiety mean treatment often need address multiple area anxiety cognition behaviour psychometric measure important part individualised treatment outcome measurement several measure driving anxiety psychometric property non clinical sample adequately researched present study investigated psychometric property three measure driving anxiety driving cognition questionnaire dcq driving situation questionnaire dsq driving behavior db total participant new zealand electoral roll completed containing three measure driving anxiety measure aberrant driving behaviour driver behaviour questionnaire demographic descriptive variable three driving anxiety scale demonstrated strong concurrent validity dsq strong discriminant validity however discriminant validity finding dcq db mixed needed evidence psychometric property measure driving anxiety maximum benefit designing tailored psychological treatment approach,Article,1.0,547,,0,0,4,3.4,63,"Driving anxiety is a common experience that can have a significant impact on everyday functioning, especially avoidance of driving and travelling in a car. The heterogeneity of driving anxiety means that treatment often needs to address multiple areas of anxiety, cognition, and behaviour, and psychometric measures are an important part of individualised treatment and outcome measurement. There are several measures of driving anxiety, but their psychometric properties in non-clinical samples have not been adequately researched. The present study investigated the psychometric properties of three measures of driving anxiety, the Driving Cognitions Questionnaire (DCQ), Driving Situations Questionnaire (DSQ), and Driving Behavior Survey (DBS). In total, 420 participants from the New Zealand electoral roll completed a survey containing the three measures of driving anxiety, a measure of aberrant driving behaviour (the Driver Behaviour Questionnaire) and demographic and descriptive variables. The three driving anxiety scales demonstrated strong concurrent validity and the DSQ had strong discriminant validity. However, the discriminant validity findings for the DCQ and DBS were mixed. Further research is needed to evidence the psychometric properties of these measures of driving anxiety, so they can be of maximum benefit in designing tailored psychological treatment approaches.","[0.0, 0.0, 0.0104243331, 0.0, 0.0, 0.00120094394, 0.109801483, 0.0, 0.0, 0.00483695493, 9.83403617e-05, 0.0]",health_medicine,"[1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 9.99999000e-01 3.85558680e-06 1.00000000e-06 1.64907214e-06
 2.61585725e-06 1.00000000e-06 1.00000000e-06 9.99999000e-01]",mental_health,"[0.0, 0.0, 0.01061747, 0.0, 0.00426349, 0.00048269, 0.1206124, 0.0, 0.0]",health_medicine,0.0,0.0,0.01061747,0.0,0.00426349,0.00048269,0.1206124,0.0,0.0,16,8,120,"{'neg': 0.122, 'neu': 0.781, 'pos': 0.097, 'compound': 0.1548}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.122,0.781,0.097,0.1548,0.0,1.0,0.0,0.0,3,
"Student perceptions of the classroom environment, student characteristics, and motivation for music lessons at secondary school","['Ioulia Papageorgi', 'Natassa Economidou Stavrou']",suggests often alignment student preference taught music classroom total cypriot secondary school student aged year responded addressing enjoyment music motivation school music lesson perception music classroom environment included questionnaire six subscales involvement affiliation teacher support task orientation order organization rule clarity high rating affiliation teacher support rule clarity suggest overall student perception classroom environment positive uniform varied basis student characteristic girl rated rule clarity higher boy younger student tended rate task orientation order organization rule clarity higher older student higher achieving student tended rate affiliation teacher support higher older boy rated involvement lower younger boy whereas older girl rated involvement higher younger girl inferred boy experienced gradual increase perceived affiliation achievement improved although pattern le consistent girl girl tended report higher motivation school music lesson boy motivation enhanced classroom environment student experienced higher level enjoyment music engagement support teacher finding show music classroom environment characterized student engagement clarity rule good organization clear goal teacher support affiliation classmate,Article,1.0,387,,0,0,0,0.3,9,"The literature suggests that there is often no alignment between student preferences and what and how it is taught in the music classroom. A total of 749 Cypriot secondary school students, aged 12 to 14 years, responded to a survey addressing enjoyment of music, motivation for school music lessons, and perceptions of the music classroom environment. The survey included a questionnaire with six subscales: Involvement, Affiliation, Teacher Support, Task Orientation, Order and Organization, and Rule Clarity. High ratings for Affiliation, Teacher Support, and Rule Clarity suggest that, overall, students’ perceptions of the classroom environment were positive. They were not uniform, but varied on the basis of student characteristics. Girls rated Rule Clarity higher than boys. Younger students tended to rate Task Orientation, Order and Organization, and Rule Clarity higher than older students. Higher-achieving students tended to rate Affiliation and Teacher Support higher. Older boys rated Involvement lower than younger boys, whereas older girls rated Involvement higher than younger girls. It can be inferred that boys experienced a gradual increase in perceived Affiliation as their achievement improved, although the pattern was less consistent for girls. Girls tended to report higher motivation for school music lessons than boys. Motivation was enhanced by classroom environments in which students experienced higher levels of enjoyment of music, engagement, and support from teachers. The findings show that the music classroom environment should be characterized by student engagement, clarity of rules, good organization, clear goals, teacher support, and affiliation between classmates.","[0.0, 0.01189593, 0.0, 0.0, 0.0, 0.25499393, 0.00422029, 0.0, 0.0, 0.0, 0.0, 0.0]",education,"[1.00000000e-06 1.00000000e-06 9.99999000e-01 1.00000000e-06
 9.99999000e-01 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 9.99999000e-01 1.00000000e-06 1.97818023e-06]",education,"[0.0, 0.01225693, 0.0, 0.0, 0.0, 0.26804184, 0.00403726, 0.0, 0.0]",education,0.0,0.01225693,0.0,0.0,0.0,0.26804184,0.00403726,0.0,0.0,18,13,157,"{'neg': 0.011, 'neu': 0.676, 'pos': 0.312, 'compound': 0.995}","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.34}",0.011,0.676,0.312,0.995,0.0,0.862,0.138,0.34,2,
Development of Social Work Practice and Education in Cyprus,"['Christos Panayiotopoulos', 'Agamemnonas Zachariades']",area work cyprus relatively new researched although historically evidence contributed cypriot society profession work criticised debated public aim explore examine development cypriot work practice education particular attempt present historical evolution work relation socioeconomic cultural political context moreover explores cypriot welfare state main work area work finally critically evaluate current model work education present critical recent development,Chapter,,569,Aug 22,0,0,0,0.1,3,"The area of social work in Cyprus is relatively new and under-researched. Although historically there is some evidence of how it has contributed to Cypriot society, the profession of social work has been criticised and debated by the public. The aim of this chapter is to explore and examine the development of Cypriot social work practice and education. In particular, the chapter attempts to present the historical evolution of social work in relation to the socioeconomic, cultural and political context. Moreover, it explores the Cypriot welfare state and the main work areas of social work. Finally, the chapter will critically evaluate the current model of social work education and present a critical analysis of its recent developments.","[0.07533095, 0.0, 0.0, 0.0, 0.0, 0.05345606, 0.0, 0.0, 0.0, 0.0, 0.03464985, 0.0]",politics,"[9.99999e-01 1.00000e-06 9.99999e-01 1.00000e-06 1.00000e-06 1.00000e-06
 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06]",politics,"[0.07061311, 0.0, 0.0, 0.0, 0.0, 0.06360493, 0.0, 0.0, 0.04076462]",politics_and_economics,0.07061311,0.0,0.0,0.0,0.0,0.06360493,0.0,0.0,0.04076462,9,6,56,"{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.6249}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.086,0.914,0.0,-0.6249,0.0,1.0,0.0,0.0,2,126.0
"Global, regional and national burden of migraine in 204 countries and territories, 1990-2019","['Saeid Safiri', 'Hojjat Pourfathi', 'Arielle Eagan[...]', 'Ali-Asghar Kolahi']",global burden disease study report burden migraine country territory period systematic point prevalence annual incidence year lived disability yld global age standardised point prevalence annual incidence rate migraine uncertainty interval ui ui per increase ui ui since respectively moreover global age standardised yld rate ui increase ui since global point prevalence migraine higher female increased age age group decreased increased age belgium ui italy ui germany ui highest age standardised point prevalence rate migraine conclusion large intercountry difference burden migraine burden increased significantly across measurement period finding suggest migraine care need included within health system increase population awareness regarding probable risk factor treatment strategy especially among young adult middle aged woman well increase migraine,Article,1.0,412,Apr 3,0,0,3,2.8,59,"Data from the Global Burden of Disease Study 2019 were used to report the burden of migraine in 204 countries and territories during the period 1990 to 2019, through a systematic analysis of point prevalence, annual incidence, and years lived with disability (YLD). In 2019, the global age-standardised point prevalence and annual incidence rate of migraine were 14,107.3 (95% Uncertainty Interval [UI] 12,270.3-16,239) and 1142.5 (95% UI 995.9-1289.4) per 100,000, an increase of 1.7% (95% UI 0.7%-2.8%) and 2.1% (95% UI 1.1%-2.8%) since 1990, respectively. Moreover, the global age-standardised YLD rate in 2019 was 525.5 (95% UI 78.8-1194), an increase of 1.5% (95% UI -4.4% to 3.3%) since 1990. The global point prevalence of migraine in 2019 was higher in females and increased by age up to the 40 to 44 age group, then decreased with increased age. Belgium (22,400.6 [95% UI: 19,305.2-26,215.8]), Italy (20,337.7 [95% UI: 17,724.7-23,405.8]), and Germany (19,436.4 [95% UI: 16,806.2-22,810.3]) had the 3 highest age-standardised point prevalence rates for migraine in 2019. In conclusion, there were large intercountry differences in the burden of migraine, and this burden increased significantly across the measurement period. These findings suggest that migraine care needs to be included within the health system to increase population awareness regarding the probable risk factors and treatment strategies especially among young adults and middle-aged women, as well as to increase the data on migraines.","[0.0, 0.0, 0.0, 0.02800911, 0.0, 0.0, 0.15728453, 0.0, 0.0, 0.0, 0.00095043, 0.0]",health_medicine,"[1.00000000e-06 1.00000000e-06 1.00000000e-06 9.99999000e-01
 1.00000000e-06 1.00000000e-06 1.88713090e-06 2.15371635e-06
 9.99999000e-01 1.00000000e-06 9.99999000e-01 9.99999000e-01]",community_service,"[0.0, 0.0, 0.0, 0.029357, 0.0, 0.0, 0.17031125, 0.0, 0.00068442]",health_medicine,0.0,0.0,0.0,0.029357,0.0,0.0,0.17031125,0.0,0.00068442,15,7,114,"{'neg': 0.117, 'neu': 0.714, 'pos': 0.169, 'compound': 0.6249}","{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.4404}",0.117,0.714,0.169,0.6249,0.195,0.805,0.0,-0.4404,4,
Reasons of Singles for Being Single: Evidence from Brazil and the UK,"['Menelaos Apostolou', 'Béla Birkás', 'Caio Santos Alves da Silva[...]', 'Yan Wang']",current aimed examine reason people single intimate relationship across eight different country brazil china czech republic greece hungary india japan uk asked large cross cultural sample single participant n rate different possible reason single reason classified factor including perceived inability find right partner perception good flirting desire focus career significant sex age effect found factor extracted factor classified three separate domain perceived poor capacity attract mate desiring freedom choice currently relationship domain structure relative importance factor domain well sex age effect relatively consistent across country important difference however including differing effect size sex age effect country,Article,1.0,117,,1,1,1,12.0,273,"The current research aimed to examine the reasons people are single, that is, not in an intimate relationship, across eight different countries-Brazil, China, Czech Republic, Greece, Hungary, India, Japan, and the UK. We asked a large cross-cultural sample of single participants (N = 6,822) to rate 92 different possible reasons for being single. These reasons were classified into 12 factors, including one's perceived inability to find the right partner, the perception that one is not good at flirting, and the desire to focus on one's career. Significant sex and age effects were found for most factors. The extracted factors were further classified into three separate domains: Perceived poor capacity to attract mates, desiring the freedom of choice, and currently being in between relationships. The domain structure, the relative importance of each factor and domain, as well as sex and age effects were relatively consistent across countries. There were also important differences however, including the differing effect sizes of sex and age effects between countries.","[0.00892785, 0.04841828, 0.02531441, 0.00019397, 0.0, 0.0, 0.12386561, 0.00709721, 0.01582031, 0.0, 0.0, 0.01880015]",health_medicine,"[1.00000000e-06 1.00000000e-06 1.00000000e-06 9.99999000e-01
 1.00000000e-06 1.00000000e-06 1.00000000e-06 9.99999000e-01
 9.99999000e-01 1.00000000e-06 1.00000000e-06 9.99969877e-01]",community_service,"[0.0167655039, 0.0513942105, 0.0264228253, 0.000102514299, 0.0, 0.0, 0.136829295, 0.00889008995, 0.0]",health_medicine,0.0167655039,0.0513942105,0.0264228253,0.000102514299,0.0,0.0,0.136829295,0.00889008995,0.0,13,7,96,"{'neg': 0.052, 'neu': 0.749, 'pos': 0.199, 'compound': 0.926}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.052,0.749,0.199,0.926,0.0,1.0,0.0,0.0,4,
Psychometric Assessment of Adverse Childhood Experiences International Questionnaire (ACE-IQ) with Adults Engaging in Non-Suicidal Self-Injury,"['Rania Christoforou', 'Nuno Bravo Ferreira']",background current study aimed investigate psychometric property adverse childhood experience international questionnaire ace iq individual engaging non suicidal self injury numerous study supported association adverse childhood experience non suicidal self injury however majority measure limited basic form abuse neglect indicating need inclusive measure ace iq psychometric property measure though briefly investigated population suggesting thorough examination might beneficial method hundred eighty four adult participant female mean age sd recruited online via specific self harm group medium platform participant asked complete online consisting three self report measure regarding early childhood experience engagement non suicidal self injury result finding study supported ace iq reliability cronbachs alpha convergent validity r p ctq sf predictive validity r² p shi total score discriminant validity f value p exploration factor structure demonstrated factor solution physical abuse sexual abuse emotional abuse exposure violence family environment conclusion concluded ace iq reliable valid measure clinical purpose individual engaging non suicidal self injury although needed factor structure clinical implication discussed,Article,,569,,1,1,0,4.1,440,"Background: The current study aimed to investigate the psychometric properties of the Adverse Childhood Experiences – International Questionnaire (ACE-IQ) with individuals engaging in non-suicidal self-injury. Numerous studies have supported the association of adverse childhood experiences with non-suicidal self-injury. However, the majority of the measures used were limited to basic forms of abuse and neglect, indicating a need for the use of a more inclusive measure, such as the ACE-IQ. The psychometric properties of the measure though have only been briefly investigated with other populations, suggesting that a more thorough examination might be beneficial before its use. Method: Two hundred eighty-four adult participants (77.5% females) with a mean age of 23.4 (SD=5.7) were recruited online via specific self-harm groups on social media platforms. Participants were asked to complete an online survey consisting of three self-report measures regarding early childhood experiences and engagement in non-suicidal self-injury. Results: The findings of this study supported ACE-IQ’s reliability (Cronbach’s alpha = 0.854), convergent validity (r= 0.85, p<0.001 with the CTQ-SF), predictive validity (R² = 0.12, p=0.001 of the SHI total score) and discriminant validity (F-value = 13.90, p<0.001). An exploration of the factor structure demonstrated a 5-factor solution (physical abuse, sexual abuse, emotional abuse, exposure to violence, family environment). Conclusions: It was concluded that ACE-IQ is a reliable and valid measure to be used for research or clinical purposes with individuals engaging in non-suicidal self-injury, although further research is needed on its factor structure. Research and clinical implications are discussed.","[0.0, 0.05167189, 0.00061384, 0.0, 0.0, 0.02302904, 0.12609515, 0.02941746, 0.0, 0.00615667, 0.00035014, 0.00049732]",health_medicine,"[1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 9.99999e-01 9.99999e-01
 9.99999e-01 9.99999e-01 1.00000e-06 9.99999e-01 1.00000e-06 9.99999e-01]",mental_health,"[0.0, 0.0540727702, 0.000154198456, 0.0, 0.00707938548, 0.0250657509, 0.13801497, 0.0304889162, 7.85277363e-07]",health_medicine,0.0,0.0540727702,0.000154198456,0.0,0.00707938548,0.0250657509,0.13801497,0.0304889162,7.85277363e-07,17,10,159,"{'neg': 0.298, 'neu': 0.592, 'pos': 0.11, 'compound': -0.9928}","{'neg': 0.14, 'neu': 0.726, 'pos': 0.134, 'compound': -0.0258}",0.298,0.592,0.11,-0.9928,0.14,0.726,0.134,-0.0258,2,
"Prevalence, deaths and disability-adjusted-life-years (DALYs) due to asthma and its attributable risk factors in 204 countries and territories, 1990-2019","['Saeid Safiri', 'Kristin V Carson-Chahhoud', 'Nahid Karamzad[...]', 'Jay S. Kaufman']",background understanding global trend point prevalence death disability adjusted life year dalys asthma facilitate evidence based decision making question global regional national burden asthma country territory age sex socio demographic index sdi study design method publicly available global burden disease study period estimate presented count age standardised rate per along associated uncertainty interval uis result global age standardised point prevalence death rate asthma per represent decrease since respectively moreover global age standardised daly rate global point prevalence asthma highest age group usa highest age standardised point prevalence rate asthma generally burden asthma decreased increasing socio demographic index sdi globally high body mass index smoking occupational asthmagens contributed asthma dalys interpretation asthma remains important public health issue particularly region low socio economic development future needed thoroughly examine association asthma risk factor factor impeding optimal self management needed understand better implement intervention reduced burden asthma,Article,1.0,86,,0,0,1,1.2,28,"Background Understanding global trends in the point prevalence, deaths and disability adjusted life years (DALYs) for asthma will facilitate evidence-based decision making. Research Question What is the global, regional and national burden of asthma in 204 countries and territories between 1990 and 2019, by age, sex and socio-demographic index (SDI)? Study Design and Methods Publicly available data from the Global Burden of Disease study were used over the period 1990 to 2019. All estimates were presented as counts and age-standardised rates per 100,000, along with their associated uncertainty intervals (UIs). Results In 2019, the global age-standardised point prevalence and death rates for asthma were 3415.5 and 5.8 per 100,000, which represent a 24% and 51.3% decrease since 1990, respectively. Moreover, in 2019 the global age-standardised DALY rate was 273.6 and the global point prevalence of asthma was highest in the 5-9 age group. Also in 2019, the USA (10399.3) had the highest age-standardised point prevalence rate of asthma. Generally, the burden of asthma decreased with increasing socio-demographic index (SDI). Globally, high body mass index (16.9%), smoking (9.9%) and occupational asthmagens (8.8%) contributed to the 2019 asthma DALYs. Interpretation Asthma remains an important public health issue, particularly in regions with low socio-economic development. Future research is needed to thoroughly examine the associations asthma has with its risk factors and the factors impeding optimal self-management. Further research is also needed to understand and better implement the interventions that have reduced the burden of asthma.","[0.00589872, 0.0, 0.0, 0.00070222, 0.00024604, 0.0, 0.15997207, 0.00210236, 0.00455342, 0.0, 0.0, 0.0]",health_medicine,"[1.00000000e-06 1.00000000e-06 1.00000000e-06 1.11015218e-06
 1.00000000e-06 2.30272658e-06 1.00000000e-06 9.99999000e-01
 9.99999000e-01 3.62585192e-06 1.00000000e-06 9.99999000e-01]",sexuality,"[0.00737388, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17396944, 0.00193137, 0.0]",health_medicine,0.00737388,0.0,0.0,0.0,0.0,0.0,0.17396944,0.00193137,0.0,23,12,143,"{'neg': 0.158, 'neu': 0.784, 'pos': 0.058, 'compound': -0.9492}","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.2732}",0.158,0.784,0.058,-0.9492,0.104,0.896,0.0,-0.2732,4,
Parental Influence and Sexual Selection,['Menelaos Apostolou'],address genetic relatedness parent child result party converging well diverging interest domain mating interest along factor trade offs inherent mating give rise opportunity cost free mate choice parent much lose allow child exercise choice freely opportunity cost provides strong incentive parent influence child mate choice preindustrial society parent manage exercise direct control predominantly manifested institution arranged marriage postindustrial society parent exercise influence indirectly manipulation ultimately parental influence mating give rise sexual selection force namely parental choice may unique human specie,Chapter,,569,,0,1,0,4.2,353,"This chapter addresses how the genetic relatedness between parents and their children results in the two parties having converging as well as diverging interests. In the domain of mating, these interests, along with other factors such as the trade-offs inherent in mating, give rise to an opportunity cost of free mate choice: Parents have much to lose if they allow their children to exercise choice freely. This opportunity cost provides a strong incentive to parents to influence their children's mate choices. In preindustrial societies, parents manage to exercise direct control, which is predominantly manifested in the institution of arranged marriage. In postindustrial societies, parents exercise influence indirectly through manipulation. Ultimately, parental influence over mating gives rise to a sexual selection force, namely parental choice, which may be unique to the human species.","[0.00705535, 0.02995217, 0.0, 0.00815108, 0.0, 0.0, 0.0, 0.19176712, 0.0, 0.0, 0.0, 0.0]",child_family,"[1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06
 9.99999e-01 9.99999e-01 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06]",child_family,"[0.00345128, 0.03331137, 0.0, 0.00848406, 0.0, 0.0, 0.0, 0.20362133, 0.0]",child_family,0.00345128,0.03331137,0.0,0.00848406,0.0,0.0,0.0,0.20362133,0.0,5,6,80,"{'neg': 0.048, 'neu': 0.656, 'pos': 0.296, 'compound': 0.9732}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.048,0.656,0.296,0.9732,0.0,1.0,0.0,0.0,1,
Parent-offspring conflict,['Menelaos Apostolou'],relationship parent child dictated genetic interest however completely overlapping particular child share allele parent mean genetic interest partially converge partially diverge present discus divergence interest related implication field evolutionary psychology parent offspring conflict mating manifested allocation parental investment child want fair share parental resource mating another domain parent offspring conflict mating manifested individual child consider optimal mate considered optimal law parent conflict interest result parental attempt control childrens mate choice childrens attempt escape control parental control mating successful affect course sexual selection thus evolutionary trajectory adaptation related mating,Chapter,,569,May 7,0,1,0,2.6,44,"The relationships of parents and children are dictated by their genetic interests, which are not however completely overlapping. In particular, children share 50% of their alleles with their parents, which means that their genetic interests partially converge and partially diverge. The present chapter discusses divergence of interests and the related research and implications for the field of evolutionary psychology. Parent-offspring conflict over mating is manifested in the allocation of parental investment, where children want more than their fair share of parental resources. Mating is another domain where parent-offspring conflict over mating is manifested. The individuals who children consider optimal as mates are not considered optimal as in-laws by their parents. This conflict of interests results in parental attempts to control children’s mate choices, and children’s attempts to escape from this control. Parental control over mating, when successful, can affect the course of sexual selection and thus, the evolutionary trajectory of adaptations related to mating.","[0.00737192, 0.0271067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22245002, 0.0, 0.0, 0.0, 0.0]",child_family,"[1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 1.82908744e-06 9.99999000e-01 9.99999000e-01
 9.99999000e-01 1.00000000e-06 1.00000000e-06 1.00000000e-06]",child_family,"[0.0030264, 0.03081854, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23501957, 0.0]",child_family,0.0030264,0.03081854,0.0,0.0,0.0,0.0,0.0,0.23501957,0.0,2,8,88,"{'neg': 0.062, 'neu': 0.661, 'pos': 0.276, 'compound': 0.9666}","{'neg': 0.697, 'neu': 0.303, 'pos': 0.0, 'compound': -0.3182}",0.062,0.661,0.276,0.9666,0.697,0.303,0.0,-0.3182,1,
The Lesbian Space of Contemporary Greek-Cypriot Art,['Marilena Zackheos'],trace way greek cypriot self confessed lesbian artist charitini kyriakou take space visual work examines sexual spatial orientation kyriakous artistic curatorial practice focusing four solo exhibition last decade month stay μήνες μείνε personal person προσωπικά μου πρόσωπα room δωμάτια desire erebus του πόθου το ερεβώδες shown lesbian space kyriakou agrees lesbian assembling practice highlight everyday site creativity delight protection privilege inner world assumes lesbian habitus deportment disposition attire well transgresses heteronormativitys spatial sexual national boundary,Article,0.0,124,,1,1,0,0.6,114,"This paper traces the ways Greek-Cypriot self-confessed lesbian artist Charitini Kyriakou takes up space in her visual work. It examines the sexual and spatial orientation in Kyriakou’s artistic and curatorial practices by focusing on four of her solo exhibitions from the last decade: ‘Months Stay’ («Μήνες Μείνε») (2010), ‘My Personal Persons’ («Προσωπικά μου Πρόσωπα») (2011), ‘Rooms’ («Δωμάτια») (2016) and ‘Desire’s Erebus’ («Του Πόθου το Ερεβώδες») (2018). As will be shown, the lesbian space of Kyriakou agrees with lesbian assembling practices, highlights the everyday as a site of creativity, delight, and protection, privileges the inner world, assumes a lesbian habitus through deportment, disposition, and attire, as well as transgresses heteronormativity’s spatial, sexual, and national boundaries.","[0.01956751, 0.11563853, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00158048]",sexuality,"[1.0000000e-06 1.0000000e-06 1.0000000e-06 1.0000000e-06 1.0000000e-06
 1.0000000e-06 2.1907978e-06 9.9999900e-01 1.0000000e-06 1.0000000e-06
 1.0000000e-06 1.0000000e-06]",sexuality,"[0.01982323, 0.12226292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",sexuality,0.01982323,0.12226292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,75,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.9432}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.791,0.209,0.9432,0.0,1.0,0.0,0.0,1,
