title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads,detect,topic_dist,main_topic,social_work,politics,environment,women,education,criminology,finances,child_abuse,politics_immigration,health_and_medicine,covid,economy,abstract_sent,title_sent,a_neg,a_neu,a_pos,a_compound,t_neg,t_neu,t_pos,t_compound,t_length,a_length_w,a_length_s,authers_num,date_days
"COVID-19 Global Pandemic, Financial Development and Financial Inclusion","['Nathanael Ojong', 'Simplice Asongu']",examines covid pandemic affected financial development financial inclusion african country study provides broad perspective country specific framework based selected country case study emphasis placed achievement sustainable development goal sdgs related financial inclusion study aim understand immediate challenge covid pandemic represented economy society one hand effect covid interconnected financial system term consequence pandemic relevance study build importance insight helping scholar policy maker understand effect pandemic financial system extension global economy mitigated financial inclusion,Article,1.0,322,Nov 30,0,1,0,3.0,61,en,"[0.         0.         0.         0.         0.         0.
 0.36984755 0.         0.         0.         0.10846263 0.01685987]",finances,0.0,0.0,0.0,0.0,0.0,0.0,0.3698475474299329,0.0,0.0,0.0,0.10846263180358237,0.016859873565858222,"{'neg': 0.021, 'neu': 0.861, 'pos': 0.118, 'compound': 0.765}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.021,0.861,0.118,0.765,0.0,1.0,0.0,0.0,9,72,1,2,26.0
"Place, power, difference: Multiscale research at the dawn of the twenty-first century","['L.L. Gezon', 'Sydney Paulson']",innovation debate within political ecology well critique approach whole motivated serious reflection method concept study make relatively new field environmental issue become increasingly prominent local struggle national debate international policy scholar paying attention conventional politics broadly defined relation power difference interaction among human group biophysical environment move generated question role politics environmental scholarship practice well concern ardent attention political phenomenon may leave ecological detail shadow effort work closely political economic ecological concern phenomenon political ecologist pursued several promising path looked beyond local community explain natural resource explored power dynamic everyday interaction formal policy arena paid increasing attention environmental interest knowledge practice group differentiated race ethnicity gender factor rutgers state university new jersey right reserved,Article,,400,Nov 29,0,0,53,27.0,78,en,"[0.         0.37397554 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",politics,0.0,0.37397553855081617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'neg': 0.036, 'neu': 0.766, 'pos': 0.197, 'compound': 0.9648}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.036,0.766,0.197,0.9648,0.0,1.0,0.0,0.0,15,114,1,2,27.0
Locating the Political in Political Ecology: An Introduction,"['Sydney Paulson', 'Lisa L. Gezon', 'Michael Watts']",recent debate within political ecology motivated serious reflection key concept method relatively new field introduction special issue briefly chart intellectual genealogy political ecology identify vital challenge faced today present new set study respond concern conceptualize power relation built asymmetrical distribution resource risk locate power interaction among process constitute people place resource politics found practice mechanism power circulated focus politics related environment understood biophysical phenomenon together human knowledge practice apply concept promote multiscale model articulate selected ecological phenomenon local process together regional global force idea also advocate method practice sensitive relation difference power among within group rather dilute ecological dimension study approach aim strengthen ability account dialectical process human appropriate contest manipulate world around,Article,3.0,164,,0,0,272,141.0,563,en,"[0.         0.33928123 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",politics,0.0,0.33928123462378307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'neg': 0.027, 'neu': 0.817, 'pos': 0.156, 'compound': 0.936}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.027,0.817,0.156,0.936,0.0,1.0,0.0,0.0,9,113,1,3,
The effects of Asian population substructure on Y STR forensic analyses,"['Bruce Budowle', 'Jianye Ge', 'Joyce Low[...]', 'Ranajit Chakraborty']",total male chinese malay thai japanese indian population affinity previously typed str locus dy dy counted two locus dy dy ii dy dy dy dy dy dy dy dy dy dy dy gata h using ampflstr yfiler kit sample assessed population genetic parameter impact forensic statistical calculation population sample highly polymorphic str marker marker dy polymorphic comprised two locus total distinct haplotype marker haplotype observed sample population represented set haplotype diversity greater chinese malay thai japanese indian sample population str marker population substructure correction considered calculating rarity str profile f st value rather r st value appropriate forensic model f st value small within asian population estimate rarity haplotype comprised marker need substructure correction however haplotype fewer marker may require f st correction calculating rarity profile,Article,8.0,259,Nov 17,0,0,21,10.0,69,en,"[0.00053566 0.         0.         0.         0.         0.
 0.00344442 0.         0.         0.04100716 0.01873449 0.        ]",health_and_medicine,0.0005356572205713785,0.0,0.0,0.0,0.0,0.0,0.003444418908166099,0.0,0.0,0.04100715950638001,0.018734494074036996,0.0,"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.8271}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.923,0.077,0.8271,0.0,1.0,0.0,0.0,11,126,1,4,39.0
Synthesis and Biological Properties of Coumarin Analogue: A Brief Review,"['Diksha Chaudhary', 'Pooja Bedi', 'Soumava Santra', 'Tanay Pramanik']",one prominent aromatic organic chemical compound coumarin formula c h widely known benefit drug industry colourless crystalline solid sweet scent coumarins physical identity serf various purpose synthesis medicine laser dye perfume many enormous usage becomes important synthesize compound various reaction performed order obtain coumarins explicates preparation coumarin pechmann condensation biological characteristic,Article,1.0,260,Nov 4,1,1,0,3.0,217,en,"[0.         0.00336067 0.         0.         0.         0.01003824
 0.         0.         0.         0.0698257  0.         0.0080338 ]",health_and_medicine,0.0,0.003360673714611283,0.0,0.0,0.0,0.01003823813238905,0.0,0.0,0.0,0.06982569810957819,0.0,0.008033796756448207,"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.8658}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.79,0.21,0.8658,0.0,1.0,0.0,0.0,11,51,1,4,
Microwave assisted green synthesis of pharmaceutically potent benzoxanthone analogues employing biodegradable oxalic acid as ecofriendly catalyst,"['Pooja Bedi', 'Goutam Pramanik', 'Tanay Pramanik']",aim present work develop efficient ecofriendly methodology synthesize benzoxanthones analog employing oxalic acid nontoxic biodegradable catalyst water medium reaction carried microwave irradiation thus hereby series benzoxanthones synthesized various aromatic aldehyde varying electronic nature via complete green approach microwave irradiation used efficient green source energy oxalic acid employed green catalyst water used green solvent reaction synthesized compound given good percentage yield product characterized melting point ft ir h nmr c nmr mass spectroscopic technique,Article,,400,,1,1,1,1.0,55,en,"[0.         0.01888685 0.00378992 0.         0.         0.
 0.         0.         0.         0.04567283 0.00351365 0.02631959]",health_and_medicine,0.0,0.018886851853196007,0.0037899211362251934,0.0,0.0,0.0,0.0,0.0,0.0,0.04567282523537699,0.003513645769974054,0.026319588457734862,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.8625}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.863,0.137,0.8625,0.0,1.0,0.0,0.0,16,73,1,3,
The Extractive Industries Transparency Initiative (EITI) and local institutions in Ghana’s mining communities: Challenges in understanding barriers to accountability,"['Hevina S. Dashwood', 'Uwafiokun Idemudia', 'Bill Buenar Puplampu', 'Kernaghan Webb']",motivation extractive industry transparency initiative eiti global standard promotes transparency accountability resource rich country improve governance extractive sector despite improvement subnational disclosure royalty payment significant problem failure effort improve accountability benefit mining community purpose asks institution local governance affect national effort improve accountability mining community ghana mineral revenue development contributes broader theoretical eiti clarifying outcome directly attributed disclosure royalty payment method approach qualitative study employ case study analysis eiti adoption ghana one first country join initiative contextualizes local governance institution dynamic relation royalty disbursement process draw original field analyse role impeding expected benefit royalty disbursement mining affected community finding identifies deficiency local governance structure process relate mineral royalty also instance variation official react eiti range individual actor institution complex process subnational disbursement royalty depends make problematic attribute absence improvement directly ghana eiti finding demonstrate eitis role participating country best understood facilitative indirect addressing development outcome mining commu read,Article,1.0,94,Oct 28,0,0,0,1.0,13,en,"[0.01018995 0.11061524 0.00042031 0.         0.         0.
 0.00663608 0.00522989 0.         0.0030664  0.         0.03294439]",politics,0.010189945259618919,0.11061523511089379,0.00042031137000914597,0.0,0.0,0.0,0.0066360789436429495,0.005229891577858868,0.0,0.0030664024118832837,0.0,0.032944392373186686,"{'neg': 0.086, 'neu': 0.714, 'pos': 0.2, 'compound': 0.9625}","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.0772}",0.086,0.714,0.2,0.9625,0.0,0.933,0.067,0.0772,24,148,1,4,59.0
Africa and Food Security,"['Logan Cochrane', 'Melisew Dejene Lemma', 'Nathanael Ojong', 'W C Sambu']",united nation deputy secretary general amina mohammed noted africa regional food system summit dialogue food insecurity rising many african country see july address global pandemic put global health inequality display also done food security nearly one five african experienced hunger double proportion region policy brief highlight current situation noting country high prevalence food insecurity well country large number people experience hunger note impact covid pandemic food security well negative consequence food insecurity nutritional perspective looking forward policy brief examines historical context policy safety net using selection contemporary case study concludes recommendation protecting right food people time e g investing better best fit design expanding coverage moving beyond quantity quality nutritional diversity food safety well enabling food system change e g enhancing resilience transforming system,Technical Report,,400,Oct 20,0,1,0,2.0,70,en,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.75228163e-04 0.00000000e+00
 1.72823411e-03 0.00000000e+00 2.54680369e-02 5.42786096e-01]",economy,0.0,0.0,0.0,0.0,0.0,0.0,0.00017522816297081415,0.0,0.0017282341122138176,0.0,0.025468036907946,0.542786096383595,"{'neg': 0.107, 'neu': 0.674, 'pos': 0.219, 'compound': 0.9287}","{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.107,0.674,0.219,0.9287,0.0,0.556,0.444,0.34,4,124,1,4,67.0
Introduction to climate justice communication (in Research Handbook on Communicating Climate Change),"['Anna Roosvall', 'Matthew Tegelberg']",theme viii climate justice communication theme consists two chapter one largely theoretical piece drawing previous study suggest future direction one applied case study chapter discus situation indigenous people illuminate challenge communicating climate justice across diverse communicational geographical context roosvall tegelberg detail attention economic cultural political justice must combined attention geographical scope suggesting future consider geographical scale combined disconnected climate change reporting diverse type medium yagodin applies pluralistic climate justice approach includes justice nature zoom russian climate change reporting examines call climate justice largely excluded journalistic ngo framing anthrax outbreak yamal peninsula together contribution highlight possibility challenge justly communicating climate justice key word climate justice journalism communication geographical scale indigenous people russia,Chapter,,400,Oct 12,0,1,0,1.0,55,en,"[0.         0.         0.59101835 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",environment,0.0,0.0,0.5910183480736644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'neg': 0.018, 'neu': 0.741, 'pos': 0.241, 'compound': 0.9814}","{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5267}",0.018,0.741,0.241,0.9814,0.0,0.764,0.236,0.5267,14,111,1,2,75.0
"“Let’s Not Have the Perfect Be the Enemy of the Good”: Social Impact Bonds, Randomized Controlled Trials, and the Valuation of Social Programs",['James Williams'],us case impact bond sib explore role science method new market investment pioneered uk sib private capital fund program government paying return successful outcome central sib model question evaluation method used determining program outcome investor return united state randomized controlled trial rct dominant method however without controversy sib practitioner investor argued may perfect tool need grow sib market demand pragmatic approach drawing three year study sib informed science technology study sts inspired work valuation life method explores rcts valuation technology central sib design object micropolitics valuation impeded market growth relationship politics evaluation valuation key lesson sib experiment important insight future investment setting method constitutive financial value,Article,1.0,325,Oct 12,0,1,0,0.0,29,en,"[0.00176327 0.01265104 0.         0.00142729 0.00232364 0.
 0.28826963 0.007445   0.00261664 0.00703994 0.         0.        ]",finances,0.0017632708763577853,0.012651036167556973,0.0,0.0014272881928261197,0.002323642694112359,0.0,0.2882696291298258,0.007444997704209381,0.0026166425195764706,0.00703994220898412,0.0,0.0,"{'neg': 0.033, 'neu': 0.8, 'pos': 0.167, 'compound': 0.946}","{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.7578}",0.033,0.8,0.167,0.946,0.236,0.764,0.0,-0.7578,30,106,1,1,75.0
Formalizing Secularism as a Regime of Restrictions and Protections: The Case of Quebec (Canada) and Geneva (Switzerland),['Amelie Barras'],province quebec canton geneva passed bill establishing state secular law certain extent context specific present noteworthy similarity first neutrality cornerstone laïcité articulated around two element restriction affect religious practice public servant belonging minority religion protection christian symbol constructed cultural question implication inclusive citizenship formalizing regulatory regime differentiate religion culture second comparative lens enables analysis similar regime regulation travel one area world another argues importance considering transnational influence analyzing regulation religion better understand particular model secularism gain traction capture power dynamic structuring process traction,Article,1.0,63,Oct 9,0,0,0,0.0,11,en,"[0.         0.15571255 0.         0.         0.         0.0059244
 0.         0.         0.00873974 0.         0.00658843 0.        ]",politics,0.0,0.1557125512216188,0.0,0.0,0.0,0.005924395573484372,0.0,0.0,0.008739742470624324,0.0,0.006588431765045336,0.0,"{'neg': 0.05, 'neu': 0.807, 'pos': 0.143, 'compound': 0.8316}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.05,0.807,0.143,0.8316,0.0,1.0,0.0,0.0,22,83,1,1,
"Inhibition effect of newly synthesized benzoxanthonesderivative on hydrogen evolution and Q235 steelcorrosion in 15% HCl under hydrodynamic condition: Combination of experimental, surface and computational study","['Ambrish Singh', 'Pooja Bedi', 'Kashif Ansari[...]', 'Brahim El Ibrahimi']",investigation study deal synthesis using green synthetic approach characterization application benzoxanthones derivative namely dimethyl p tolyl tetrahydrobenzo xanthen one tbx inhibition q steel corrosion hcl dynamic condition result eis confirmed towards increment rct value rise concentration additionally result pdp reveals tbx cathodic type inhibitor maximum inhibitive excellency tbx given mg l value increasing temperature tends increase corrosion rate langmuir adsorption isotherm provides excellent fitting surface morphology adsorption tbx molecule confirmed using scanning electron microscopy sem x photo electron microscopy xps density functional theory dft molecular dynamic simulation md confirmed corrosion inhibition efficiency ranking obtained studied molecule tbxh tbx,Article,1.0,186,Oct 1,0,0,0,3.0,53,en,"[0.         0.00796314 0.00505711 0.         0.         0.
 0.         0.         0.         0.06938461 0.         0.        ]",health_and_medicine,0.0,0.007963142604155503,0.005057105284353045,0.0,0.0,0.0,0.0,0.0,0.0,0.06938460761823648,0.0,0.0,"{'neg': 0.077, 'neu': 0.728, 'pos': 0.195, 'compound': 0.9231}","{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.3612}",0.077,0.728,0.195,0.9231,0.094,0.906,0.0,-0.3612,28,98,1,4,
Life after trafficking: reintegration experiences of human trafficking survivors in Nigeria,"['Uwafiokun Idemudia', 'Nnenna Okoli', 'Mary Goitom', 'Sylvia Bawa']",purpose reintegration program emerged part regime care survivor human trafficking however empirical analysis reintegration outcome survivor remains limited african context hence aim examine challenge opportunity reintegration assistance program survivor human trafficking nigeria design methodology approach drawing qualitative method collection analysis study conducted semi structured interview repatriated woman accessed reintegration assistance nigeria analyzed using thematic analysis finding finding suggest reintegration program might address procedural aspect reintegration achievement substantive reintegration remains incomplete structural condition context within reintegration supposed occur practical implication need take seriously distinction reintegration survivor new community former community design regime care survivor human trafficking africa crucially focus procedural reintegration also divert attention away structural condition reform needed ensure survivor achieve substantive reintegration originality value contributes limited life trafficking demonstrates strength limitation reintegration program regime care survivor human trafficking addition study empirically grounded theoretical distinction different aspect process reintegration,Article,1.0,189,Sep 15,0,0,0,0.0,18,en,"[0.04913509 0.03323818 0.00561898 0.00971523 0.         0.01389572
 0.01581117 0.         0.02020301 0.         0.         0.        ]",social_work,0.04913508938724325,0.03323818215341775,0.005618977858185063,0.009715233988979534,0.0,0.013895719274997987,0.015811172549682836,0.0,0.020203006726333652,0.0,0.0,0.0,"{'neg': 0.046, 'neu': 0.718, 'pos': 0.236, 'compound': 0.9829}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.046,0.718,0.236,0.9829,0.0,1.0,0.0,0.0,12,139,1,4,102.0
The Role of the State in Corporate Social Responsibility: The Case of the Zambian Mining Sector,"['Elisavet Mantzari', 'Obby Phiri', 'Uwafiokun Idemudia']",sufficiently explored role state corporate responsibility csr tended focus state role regulator context developed country explores shifting role state csr way feature state affect csr context developing country adopts strategic relational approach recognises variability state capacity time space empirically draw upon secondary source interview stakeholder group finding reveal complex nature csr dynamic yet resilient role state actor context strong statebusiness interdependence institutional incompatibility fragmented power across diverse state branch state claim control csr socio economic goal challenged tends move emphasising state control co ordinating complex mode csr governance,Conference Paper,,400,Aug 13,0,0,0,0.0,37,en,"[0.         0.18118082 0.         0.         0.         0.
 0.00792786 0.         0.         0.         0.00347332 0.        ]",politics,0.0,0.1811808217389882,0.0,0.0,0.0,0.0,0.007927860628274146,0.0,0.0,0.0,0.003473324496846221,0.0,"{'neg': 0.015, 'neu': 0.903, 'pos': 0.082, 'compound': 0.7351}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.015,0.903,0.082,0.7351,0.0,1.0,0.0,0.0,17,88,1,3,135.0
COVID-19 and cyber fraud: emerging threats during the pandemic,"['Katelyn Wan Fei Ma', 'Tammy McKinnon']",purpose emergence novel coronavirus covid threatened physical mental health changed behaviour decision making process individual organisation institution worldwide many service move online due pandemic covid themed cyber fraud also growing explores cyber fraud victimization cyber security threat covid using psychological traditional criminological theory also provides covid themed cyber fraud typology using empirical evidence institutional agency report organizing covid themed cyber fraud four different categorization aim offer classification insight researcher industry professional stakeholder effectively manage emerging cyber fraud risk current pandemic design methodology approach approach study take conceptual typology,Article,1.0,223,Aug 5,0,1,3,3.0,158,en,"[0.01374754 0.00077095 0.         0.         0.         0.
 0.00181316 0.         0.         0.         0.23220512 0.        ]",covid,0.013747544102628793,0.0007709490544874959,0.0,0.0,0.0,0.0,0.0018131600465383596,0.0,0.0,0.0,0.23220512465652005,0.0,"{'neg': 0.268, 'neu': 0.652, 'pos': 0.081, 'compound': -0.9735}","{'neg': 0.485, 'neu': 0.515, 'pos': 0.0, 'compound': -0.765}",0.268,0.652,0.081,-0.9735,0.485,0.515,0.0,-0.765,10,88,1,2,
Contemporary slavery: The rhetoric of global human rights campaigns,"['Annie Bunting', 'J. Quirk']",volume brings together cast leading expert carefully explore history iconography slavery invoked support series government intervention activist project legal instrument rhetorical performance however well intentioned intervention might nonetheless remain subject host limitation complication recent effort combat contemporary slavery often sensationalist self serving superficial therefore end failing crucial test speaking truth power widely held notion antislavery one rare issue transcends politics ideology sustainable underlying issue stake constructed demarcated way minimizes direct challenge dominant political economic interest must change providing original approach underlying issue stake contemporary slavery help reader understand political practice concealed beneath popular rhetoric establishes new conversation scholar slavery trafficking scholar human right movement,Book,,400,Aug 2,0,0,1,0.0,13,en,"[0.         0.20500615 0.         0.         0.         0.
 0.000574   0.         0.         0.         0.         0.        ]",politics,0.0,0.2050061513519386,0.0,0.0,0.0,0.0,0.0005739973753976942,0.0,0.0,0.0,0.0,0.0,"{'neg': 0.199, 'neu': 0.638, 'pos': 0.163, 'compound': -0.8979}","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.7003}",0.199,0.638,0.163,-0.8979,0.375,0.625,0.0,-0.7003,10,104,1,2,
Can “the oven bird” Migrate North of the border?,['Annie Bunting'],david engels elegant piece oven bird song insider outsider personal injury american community document legal perception resident pseudonymous sander county illinois disconnected legal reality measured concluded perception reaction change produced greater pluralism community gave rise symbolic effort preserve sense meaning coherence face change found threatening confusing resident sought recall reaffirm untainted world existed nowhere imagination conclusion fascinating prescient led many u since probe legal perception face growing normative pluralism much like study resident sander county engels oven bird song carole greenhouse writes perception dispute litigation small town call hopewell praying justice faith order community american town greenhouse preface discus assumption going study writes went hopewell september study dispute settlement american community assumption hope role court fabric town would thrown relief community process change rest book make clear legal study possible community also one begin study american community looking conflict end considering person relationship god often reminded engels greenhouse wor read,Chapter,,400,,0,0,0,0.0,3,en,"[0.04846897 0.02394142 0.09466441 0.         0.         0.
 0.         0.         0.         0.         0.0018817  0.        ]",environment,0.04846896662617805,0.02394141555115946,0.09466440604289476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018816953715246809,0.0,"{'neg': 0.113, 'neu': 0.694, 'pos': 0.194, 'compound': 0.8945}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.113,0.694,0.194,0.8945,0.0,1.0,0.0,0.0,12,150,1,1,
"Particularity of rights, diversity of contexts [microform]: women, international human rights and the case of early marriage.","['Annie Bunting', 'Annie']",thesis j university toronto includes bibliographical reference,Article,,400,,0,0,1,0.0,12,en,"[0.         0.         0.02445887 0.         0.07180407 0.
 0.         0.         0.         0.         0.         0.        ]",education,0.0,0.0,0.024458868708479353,0.0,0.07180407045119484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23,7,1,2,
Humanitarian and Human Rights Surveillance: The Challenge to Border Surveillance and Invisibility?,['Ozgun Topak'],european border regime traditionally rested hidden surveillance activity border authority contributed human right violation including push back left die practice rising migrant death toll recently number humanitarian activist organization including migrant offshore aid station moa médecins sans frontières msf sea watch watchthemed organized aid migrant distress sea using surveillance technology ranging drone gps presented challenge european border surveillance regime dialogue concept countersurveillance introduces concept humanitarian surveillance human right surveillance deploys examine categorize activity moa msf sea watch watchthemed humanitarian surveillance narrowly focus aiding victim surveillance without problematizing logic hierarchy surveillance human right surveillance operates form countersurveillance aim protect advance human right victim surveillance expose human right violation committed authority opposing hierarchy surveillance show civilian group incorporate element humanitarian human right surveillance activity varying level discus extent challenge european border surveillance regime,Article,9.0,356,Jul 15,0,1,3,2.0,43,en,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.41565064 0.         0.         0.        ]",politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4156506426225225,0.0,0.0,0.0,"{'neg': 0.155, 'neu': 0.77, 'pos': 0.074, 'compound': -0.9451}","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.0772}",0.155,0.77,0.074,-0.9451,0.0,0.894,0.106,0.0772,14,131,1,1,164.0
"Migrant protest in times of crisis: politics, ethics and the sacred from below",['Ozgun Topak'],focus migrant hunger striker event greece explore material condition possibility migrant politics time crisis identifies three element played determinant role articulation event politics equality enacted migrant ethic hospitality witnessing enacted greek activist host population sacredness event critically engaging theory rancière derrida agamben durkheim demonstrates element encountered encounter helped migrant achieve right albeit limited temporary moving beyond particularity event also highlight event importance migrant politics time austerity increased surveillance racism migrant despite limited temporary success event demonstrates politics equality ethical openness respect human life form basis true cosmopolitan universality event also demonstrates cosmopolitan universality constructed migrant despite undocumented status engaged act citizenship demand equality,Article,6.0,74,,0,1,8,4.0,42,en,"[0.00000000e+00 1.15161867e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.03914031e-01 0.00000000e+00 1.12732347e-04 0.00000000e+00]",politics,0.0,0.011516186675472316,0.0,0.0,0.0,0.0,0.0,0.0,0.3039140313370655,0.0,0.00011273234715708333,0.0,"{'neg': 0.159, 'neu': 0.652, 'pos': 0.189, 'compound': 0.4299}","{'neg': 0.357, 'neu': 0.643, 'pos': 0.0, 'compound': -0.7269}",0.159,0.652,0.189,0.4299,0.357,0.643,0.0,-0.7269,15,103,1,1,
The New Borders of the European Union: Digital Surveillance and Social Sorting,['Ozgun Topak'],n emergence digital border eu analyzed alt hough border always space individual sorted database technology extend process sorting every within eu development database biometrics technology made possible identify people automatically reach record even long entered eu digitization diffusion border affect already disadvantaged segment population undocumented migrant asylum seeker ordinary traveller negative way category put continual surveillance potential criminal terrorist yet diffusion border digital technology mean localized control external border lost significance fact eurosur territorial control also intensified eurosur external eu border sophisticated surveillance system including manned un manned aerial vehicle satellite order prevent irregular migrant reaching eu divided three main section discussion follows draw surveillance border study develop con ceptual framework understanding digital border second ex amine new eu surveillance mechanism detail effect dif ferent group final section concludes summarizing argument discussing consequence digital sorting european citizenship,Chapter,,400,,0,1,2,1.0,41,en,"[0.         0.         0.         0.         0.00247733 0.
 0.         0.00132353 0.41649458 0.         0.         0.        ]",politics,0.0,0.0,0.0,0.0,0.002477330867991082,0.0,0.0,0.0013235293946244296,0.416494583094757,0.0,0.0,0.0,"{'neg': 0.125, 'neu': 0.802, 'pos': 0.074, 'compound': -0.8979}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.125,0.802,0.074,-0.8979,0.0,1.0,0.0,0.0,13,137,1,1,
Biopolitical Violence and Waiting: Hotspot as a Biopolitical Borderzone,['Ozgun Topak'],conceptualises lesvos hotspot biopolitical borderzone migrant experience concentrated violent practice border including legal exclusion presence exclusionary surveillance absence surveillance safety degrading living condition waiting also discus biopolitical consequence practice migrant physical illness injury psychological disorder contributes scholarship biopolitical border two main way first conceptualising hotspot form biopolitical borderzone demonstrating specific biopolitical practice lesvos hotspot effect migrant second highlighting key role waiting operation biopolitical border demonstrates waiting entangled complex way biopolitical practice creates amplifies biopolitical effect migrant,Article,0.0,21,Jul 15,0,1,2,2.0,68,en,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.33930174 0.         0.         0.        ]",politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3393017447435734,0.0,0.0,0.0,"{'neg': 0.198, 'neu': 0.732, 'pos': 0.07, 'compound': -0.9136}","{'neg': 0.369, 'neu': 0.631, 'pos': 0.0, 'compound': -0.6249}",0.198,0.732,0.07,-0.9136,0.369,0.631,0.0,-0.6249,10,76,1,1,164.0
"Solar Home Systems in South Asia: Examining Adoption, Energy Consumption, and Social Practices",['Nathanael Ojong'],renewable electricity generation solar energy rapidly increased south asia present systematic scholarly paper topic solar home system adoption energy consumption practice south asia using intersectionality lens demonstrates various category difference gender age class ethnicity intersect shape adoption technology south asia utilizing practice theory lens show solar home system shape spatial temporal arrangement practice member household adopted technology well counterpart technology practical also symbolic function symbolic function meaning derived economic socio cultural context renewable energy technology embedded economic socio cultural context people reconfigure creative way meet everyday energy need identifies gap suggests future agenda,Article,1.0,357,Jul 13,1,1,0,1.0,39,en,"[0.01291871 0.07809152 0.00159005 0.02550041 0.00216283 0.00351082
 0.00322098 0.0455418  0.0210621  0.         0.         0.02315112]",politics,0.012918711128968254,0.07809152105579242,0.0015900452999976016,0.025500412364059425,0.002162828098393321,0.0035108155797269683,0.003220982476937045,0.04554179500097697,0.02106210303832246,0.0,0.0,0.023151119859477376,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.91}","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.0,0.847,0.153,0.91,0.0,0.851,0.149,0.2732,16,93,1,1,166.0
"Investing in Crime Prevention After the Crisis: Social Impact Bonds, the Value of (Re)Offending and the New ‘Culture of Crime Control’","['James Williams', 'Stefan Treffers']",recurring theme criminal justice reform year following financial crisis cost incarceration effort reduce correctional population examines one aspect post crisis landscape impact bond sib first piloted peterborough prison sib private investment fund program government paying return program successful drawing sib canada united state united kingdom explores effort turn offending investment challenge sib reveal financial style reasoning shaping culture crime control critical implication provider program participant,Article,1.0,50,Jul 6,0,1,0,1.0,100,en,"[0.         0.         0.04221181 0.         0.         0.02488558
 0.34802882 0.         0.         0.         0.         0.        ]",finances,0.0,0.0,0.042211814925274954,0.0,0.0,0.024885583105407977,0.348028817880477,0.0,0.0,0.0,0.0,0.0,"{'neg': 0.263, 'neu': 0.582, 'pos': 0.155, 'compound': -0.8979}","{'neg': 0.364, 'neu': 0.557, 'pos': 0.079, 'compound': -0.8658}",0.263,0.582,0.155,-0.8979,0.364,0.557,0.079,-0.8658,28,65,1,2,
